id;titolo;descrizione;data;nome_file;categoria;peso_file;copertina
4309;2016  ,139 Lavanda;50x70;;foto/Bruno/2016  ,139 Lavanda 50x70.JPG;Bruno;;False
4310;2016  ,140 Capanno;50x70;;foto/Bruno/2016  ,140 Capanno 50x70.JPG;Bruno;;False
4311;2016  ,141 Lavanda;50x70;;foto/Bruno/2016  ,141 Lavanda 50x70.JPG;Bruno;;False
4312;2016  ,162 Angolo verde;40x50;;foto/Bruno/2016  ,162 Angolo verde 40x50.JPG;Bruno;;False
4313;In giardino;40x60;;foto/Bruno/2016  ,31-In giardino 40x60.JPG;Bruno;;False
4314;Prima neve;60x60;;foto/Bruno/2016  ,33-Prima neve 60x60.JPG;Bruno;;False
4315;Tulipani gialli;50x60;;foto/Bruno/2016  ,34-Tulipani gialli 50x60.JPG;Bruno;;False
4316;emozioni;50x50;;foto/Bruno/2016  ,35-emozioni 50x50.JPG;Bruno;;False
4317;Primavera;40x50;;foto/Bruno/2016  ,39-Primavera 40x50.JPG;Bruno;;False
4318;Nella selva;40x50;;foto/Bruno/2016  ,40-Nella selva 40x50.JPG;Bruno;;False
4319;2016  ,73 Colza;35x60;;foto/Bruno/2016  ,73 Colza 35x60.JPG;Bruno;;False
4320;04-mag-25;SEMPRE CON VOI;;foto/TORO/img_1639.jpg;TORO;;False
4321;04-mag-25;SEMPRE CON VOI;;foto/TORO/img_1640.jpeg;TORO;;False
4322;04-mag-25;SEMPRE CON VOI;;foto/TORO/img_1641.jpeg;TORO;;False
4323;04-mag-25;SEMPRE CON VOI;;foto/TORO/img_1642.jpeg;TORO;;False
4324;04-mag-25;SEMPRE CON VOI;;foto/TORO/img_1643.jpeg;TORO;;False
4325;04-mag-25;SEMPRE CON VOI;;foto/TORO/img_1644.jpeg;TORO;;False
4326;04-mag-25;SEMPRE CON VOI;;foto/TORO/img_1645.jpeg;TORO;;False
4327;04-mag-25;SEMPRE CON VOI;;foto/TORO/img_1646.jpeg;TORO;;False
4328;04-mag-25;SEMPRE CON VOI;;foto/TORO/img_1647.jpeg;TORO;;False
4329;04-mag-25;SEMPRE CON VOI;;foto/TORO/img_1648.jpeg;TORO;;False
4330;04-mag-25;SEMPRE CON VOI;;foto/TORO/img_1649.jpeg;TORO;;False
4331;04-mag-25;SEMPRE CON VOI;;foto/TORO/img_1650.jpeg;TORO;;False
4332;04-mag-25;SEMPRE CON VOI;;foto/TORO/img_1651.jpeg;TORO;;False
4333;04-mag-25;;;foto/TORO/img_1656.jpeg;TORO;;False
4334;04-mag-25;;;foto/TORO/img_1661.jpeg;TORO;;False
4335;04-mag-25;;;foto/TORO/img_1660.jpeg;TORO;;False
4336;04-mag-25;;;foto/TORO/img_1658.jpeg;TORO;;False
4337;04-mag-25;;;foto/TORO/img_1656.jpeg;TORO;;False
4338;In marcia;;;foto/TORO/img_1664.jpeg;TORO;;False
4339;TORINO;;;foto/TORO/img_1663.jpeg;TORO;;False
4340;Bilbao;;;foto/TORO/img_3427.jpg;TORO;;False
4341;Bilbao;;;foto/TORO/img_3500.jpg;TORO;;False
4342;Bilbao;;;foto/TORO/img_3503_1.jpg;TORO;;False
4343;Lavanda;;;foto/Bruno/9-Lavanda_50x70.JPG;Bruno;;False
4344;Tripudio di colori;;;foto/Bruno/25-Tripudio_di_colori.JPG;Bruno;;False
4345;Giallo;;;foto/Bruno/4-giallo_70x60.jpg;Bruno;;False
4346;Granata;;;foto/Bruno/a10_granata_33x24.jpg;Bruno;;False
4347;Mostra Paesana;;;foto/Bruno/a4_luce_55x100.jpg;Bruno;;False
4348;Mostra Paesana;;;foto/Bruno/a6_verde_56x29.jpg;Bruno;;False
4349;Foto;;;foto/Bruno/p1080217.jpg;Bruno;;False
4350;Foto;;;foto/Bruno/p1080247.jpg;Bruno;;False
4351;Foto;;;foto/Bruno/img_1638.jpeg;Bruno;;False
4352;Foto;;;foto/Bruno/img_1637.jpeg;Bruno;;False
4353;Foto;;;foto/Bruno/img_1636.jpeg;Bruno;;False
4354;Cin;;;foto/TORO/IMG_1622.jpeg;TORO;;False
4355;astratti;;;foto/Bruno/DSC_0114.jpg;Bruno;;False
4356;astratti;;;foto/Bruno/DSC_0115.jpg;Bruno;;False
4357;astratti;;;foto/Bruno/DSC_0117.jpg;Bruno;;False
4358;Un brindisi;;;foto/TORO/IMG_1609.jpeg;TORO;;False
4359;Stadio;Toro Udinese;;foto/TORO/IMG_1583.jpeg;TORO;;False
4360;Così...;mi andava di caricarle;;foto/TORO/3_liverpool.jpeg;TORO;;False
4361;Così...;mi andava di caricarle;;foto/TORO/12_la_maratona_fronte.jpeg;TORO;;False
4362;Così...;mi andava di caricarle;;foto/TORO/12_la_maratona_retro.jpeg;TORO;;False
4363;Così...;mi andava di caricarle;;foto/TORO/50_anni_superga_2_1.jpeg;TORO;;False
4364;Superga;Ora e sempre 4 maggio ;;foto/TORO/IMG_8103.jpeg;TORO;;False
4365;50 anni superga;1999;;foto/TORO/50_anni_superga_2.JPEG;TORO;;False
4366;50 anni superga;;;foto/TORO/50_anni_superga.JPEG;TORO;;False
4367;Bilbao;risultato finale Bilbao;;foto/TORO/IMG_3452.JPG;TORO;;False
4368;50 anni Superga;04/05/1949-04/05/1999;;foto/Maglie Toro/Riedizioni/50_anni_superga_2.jpeg;Maglie Toro/Riedizioni;;False
4369;50 anni Superga;04/05/1949-04/05/1999;;foto/Maglie Toro/Riedizioni/50_anni_superga.jpeg;Maglie Toro/Riedizioni;;False
4370;Coccarda;;;foto/Max/0a25caa9-b78c-42ff-a05f-55c4fcb76dda.jpeg;Max;;False
4371;Tatuaggio;;;foto/TORO/img_1335.jpeg;TORO;;True
4372;Tatuaggio;;;foto/TORO/img_2219.jpeg;TORO;;False
4373;Paolo PULICI;1973/74;;foto/Maglie Toro/Giocate/pulici_retro_1.jpeg;Maglie Toro;;True
4374;Castellini;1976/77;2025-05-28;foto/maglie toro/riedizioni/img_1772.jpeg;Maglie Toro/Riedizioni;;False
4375;Castellini;1976/77;2025-05-28;foto/maglie toro/riedizioni/img_1771.jpeg;Maglie Toro/Riedizioni;;True
